	NO. OF QUARANTINE CENTRE W.R.T CORONA VIRUS	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	CompleteAddress	Lat	Long
428	Khanewal	KPS Kabirwala City		35	35	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		KPS Kabirwala City Khanewal	0	0
429	Khanewal	Govt. MC High School		32	32	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. MC High School Khanewal	30.1624358	72.6846521
430	Khanewal	Dar-e-Arqam School Jahanian		32	32	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Dar-e-Arqam School Jahanian Khanewal	0	0
431	Khanewal	Aspire College Jahanian		28	28	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Aspire College Jahanian Khanewal	0	0
432	Khanewal	Superior College Jahanian		28	28	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Superior College Jahanian Khanewal	0	0
433	Khanewal	Govt. Degree College for Girls Jahanian		27	27	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Degree College for Girls Jahanian Khanewal	0	0
434	Khanewal	UCMS (Universty) Khanewal Kohna		26	26	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		UCMS (Universty) Khanewal Kohna Khanewal	0	0
435	Khanewal	Superior College Khanewal Boys		25	25	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Superior College Khanewal Boys Khanewal	0	0
436	Khanewal	Superior College Khanewal Girls		25	25	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Superior College Khanewal Girls Khanewal	0	0
437	Khanewal	Govt. Boys College Hostel		24	24	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Boys College Hostel Khanewal	34.61083835	72.01985629
438	Khanewal	Govt. Commerce College for Boys		20	20	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Commerce College for Boys Khanewal	0	0
439	Khanewal	Punjab College Khanewal		20	20	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Punjab College Khanewal Khanewal	29.8861601	76.020112
440	Khanewal	"Youngs Scholar School Boys Branch
Gulberg"		20	20	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Youngs Scholar School Boys Branch
Gulberg Khanewal"	0	0
441	Khanewal	Science School Civil Line Khanewal		20	20	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Science School Civil Line Khanewal Khanewal	0	0
442	Khanewal	RHS Sardarpur		20	20	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		RHS Sardarpur Khanewal	0	0
443	Khanewal	Govt. Deggree College for Boys Jahanian		20	20	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Deggree College for Boys Jahanian Khanewal	0	0
444	Khanewal	Govt. Commerce College for Girls		18	18	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Commerce College for Girls Khanewal	0	0
445	Khanewal	The Educator School		16	16	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		The Educator School Khanewal	32.5879401	74.0839331
446	Khanewal	Govt. Technical College		15	15	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Technical College Khanewal	31.2616169	72.3593567
447	Khanewal	"Youngs Scholar School Girls Branch
Gulberg"		15	15	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Youngs Scholar School Girls Branch
Gulberg Khanewal"	0	0
448	Khanewal	Islamic Aid Hospital Tulmba Road Mian		15	15	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Islamic Aid Hospital Tulmba Road Mian Khanewal	0	0
449	Khanewal	Govt. Girls Model School		14	14	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Girls Model School Khanewal	8.89332255	76.5782239
450	Khanewal	Royal Guest House	14		14	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Royal Guest House Khanewal	12.9450051	77.5948204
451	Khanewal	"Saleem Akhtar Clinic, Hadayt Ullah Road,
Mian Channu"		10	10	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Saleem Akhtar Clinic, Hadayt Ullah Road,
Mian Channu Khanewal"	0	0
452	Khanewal	"Alghani Children Clinic, Shaheen Chowk,
Mian Channu"		10	10	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Alghani Children Clinic, Shaheen Chowk,
Mian Channu Khanewal"	0	0
453	Khanewal	"Doctors hospital Shaheen Chowk, Mian
Channu"		10	10	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Doctors hospital Shaheen Chowk, Mian
Channu Khanewal"	0	0
454	Khanewal	"Specialist Hospital Nawab Colony, Mian
Channu"		10	10	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Specialist Hospital Nawab Colony, Mian
Channu Khanewal"	0	0
455	Khanewal	"Ghufar General Hospital Tulamaba Road.
Mian Channu"		10	10	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Ghufar General Hospital Tulamaba Road.
Mian Channu Khanewal"	0	0
456	Khanewal	"Royal Guest House, Khanewal"	10		10	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Royal Guest House, Khanewal Khanewal"	30.2913598	71.9309092
457	Khanewal	Govt. Boys Degree College Khanewal		9	9	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		Govt. Boys Degree College Khanewal Khanewal	0	0
458	Khanewal	"Awas Clinic, Saddar Colony, Mian Channu"		8	8	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Awas Clinic, Saddar Colony, Mian Channu Khanewal"	0	0
459	Khanewal	"Shifa Medical Center, Hadayt Ullah Road,
Mian Channu"		8	8	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Shifa Medical Center, Hadayt Ullah Road,
Mian Channu Khanewal"	0	0
460	Khanewal	Shahbaz Clinic Nishtar Road Mian Channu		8	8	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Shahbaz Clinic Nishtar Road Mian Channu Khanewal	0	0
461	Khanewal	Umar Hospital Near Railway Gate Mian		8	8	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Umar Hospital Near Railway Gate Mian Khanewal	0	0
462	Khanewal	Majeed Hospital Block NO. 11 Khanewal		8	8	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Majeed Hospital Block NO. 11 Khanewal Khanewal	0	0
463	Khanewal	"New Moon Hotel, Mian Channu"	8		8	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"New Moon Hotel, Mian Channu Khanewal"	0	0
464	Khanewal	RHS Kukar Hatta		7	7	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Government		RHS Kukar Hatta Khanewal	0	0
465	Khanewal	Fareha Hospital Tulamba Road Mian		7	7	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Fareha Hospital Tulamba Road Mian Khanewal	0	0
466	Khanewal	"Al-Shifa Hudi Jod Near Chowngi Korary
Wali, Kabirwala"		7	7	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Al-Shifa Hudi Jod Near Chowngi Korary
Wali, Kabirwala Khanewal"	0	0
467	Khanewal	"Javed Hotel, Khanewal"	7		7	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Javed Hotel, Khanewal Khanewal"	0	0
468	Khanewal	Khanewal Guest House	6		6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Khanewal Guest House Khanewal	29.8861601	76.020112
469	Khanewal	Rajput Guest House	6		6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Rajput Guest House Khanewal	52.3754571	-2.3174512
470	Khanewal	"Hajra Clinic, GT, Road, Mian Channu"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Hajra Clinic, GT, Road, Mian Channu Khanewal"	0	0
471	Khanewal	"Memona Surgical Hospital, Mian Channu"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Memona Surgical Hospital, Mian Channu Khanewal"	0	0
472	Khanewal	"Noise, Ear & Throught Clinic, Hadayt
Ullah Road, Mian Channu"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Noise, Ear & Throught Clinic, Hadayt
Ullah Road, Mian Channu Khanewal"	0	0
473	Khanewal	"Gujar Clinic Agricultar Bank Chowk Mian
Channu"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Gujar Clinic Agricultar Bank Chowk Mian
Channu Khanewal"	0	0
474	Khanewal	"Mushtaq Clinic Nawab Colony Mian
Chanuu"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Mushtaq Clinic Nawab Colony Mian
Chanuu Khanewal"	0	0
475	Khanewal	"Yasin Clininic Mushtaq Colony Mian
Channu"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Yasin Clininic Mushtaq Colony Mian
Channu Khanewal"	0	0
476	Khanewal	Amin Clinic Shami Road Mian Channu		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Amin Clinic Shami Road Mian Channu Khanewal	0	0
477	Khanewal	"Al-Qasir Medical Care Center Near,
Makhdom chungi, Kabirwala"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Al-Qasir Medical Care Center Near,
Makhdom chungi, Kabirwala Khanewal"	0	0
478	Khanewal	Poly Cl. Bock No. 11 Khanewal		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Poly Cl. Bock No. 11 Khanewal Khanewal	0	0
479	Khanewal	"Khanewal Guest House, Khanewal"	6		6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Khanewal Guest House, Khanewal Khanewal"	30.3022528	71.9278916
480	Khanewal	"Margalla Motol, Khanwal"		6	6	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Margalla Motol, Khanwal Khanewal"	0	0
481	Khanewal	"Hashim Hospital, Abdul Hakeem Road,
Tulamba"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Hashim Hospital, Abdul Hakeem Road,
Tulamba Khanewal"	0	0
482	Khanewal	"Meraj Medical Center, Farakh Town, Mian
Channu"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Meraj Medical Center, Farakh Town, Mian
Channu Khanewal"	0	0
483	Khanewal	"Shafa Poly Clinic Circular Road Mian
Channu"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Shafa Poly Clinic Circular Road Mian
Channu Khanewal"	0	0
484	Khanewal	"Abdulla Medical Center Near THQ
Hospital Kabirwala"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Abdulla Medical Center Near THQ
Hospital Kabirwala Khanewal"	0	0
485	Khanewal	"Ali Muhammad Clinic Multan Road,
Kabirwala"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Ali Muhammad Clinic Multan Road,
Kabirwala Khanewal"	0	0
486	Khanewal	"Children Hospital Multan Road Near THQ
Kabirwala"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Children Hospital Multan Road Near THQ
Kabirwala Khanewal"	0	0
487	Khanewal	"Al-Rafi Hospital Near Habib Bank
Khanewal Road, Kabirwala"		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Al-Rafi Hospital Near Habib Bank
Khanewal Road, Kabirwala Khanewal"	0	0
488	Khanewal	Al-Noor Hospital Block No. 15 Khanewal		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Al-Noor Hospital Block No. 15 Khanewal Khanewal	0	0
489	Khanewal	Rafi Hospital Girls College Road Khanewal		5	5	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		Rafi Hospital Girls College Road Khanewal Khanewal	0	0
490	Khanewal	"City Gate Hotel, Khanewal"	4		4	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"City Gate Hotel, Khanewal Khanewal"	30.3176326	71.9606249
491	Khanewal	"Bakhtawar Hotel, Kabirwala"	3		3	"Electricity, Water, Sui Gas, Boundry Wall, Bathroom"	Private		"Bakhtawar Hotel, Kabirwala Khanewal"	0	0
492	Lodhran	GHS Haveeli Naseer Khan		10	50	"Electricity, Bathroom, Water Supply, Food"			GHS Haveeli Naseer Khan Lodhran	0	0
493	Lodhran	Govt Boys School Adam Wahan		12	50	"Electricity, Bathroom, Water Supply, Food"			Govt Boys School Adam Wahan Lodhran	0	0
494	Lodhran	GHS Danwaran		15	50	"Electricity, Bathroom, Water Supply, Food"			GHS Danwaran Lodhran	0	0
495	Lodhran	GHS Chak himta		19	60	"Electricity, Bathroom, Water Supply, Food"			GHS Chak himta Lodhran	0	0
496	Lodhran	GHS Fazl Wala		13	50	"Electricity, Bathroom, Water Supply, Food"			GHS Fazl Wala Lodhran	0	0
497	Lodhran	GHS Wahi Ali Arain		17	70	"Electricity, Bathroom, Water Supply, Food"			GHS Wahi Ali Arain Lodhran	0	0
498	Lodhran	GHS Qureshi Wala		13	50	"Electricity, Bathroom, Water Supply, Food"			GHS Qureshi Wala Lodhran	0	0
499	Lodhran	GHS Chamb Kulyar		12	50	"Electricity, Bathroom, Water Supply, Food"			GHS Chamb Kulyar Lodhran	0	0
500	Lodhran	GHS Salsaddar		13	50	"Electricity, Bathroom, Water Supply, Food"			GHS Salsaddar Lodhran	0	0
501	Lodhran	GHS Jhanbi Wahin		7	30	"Electricity, Bathroom, Water Supply, Food"			GHS Jhanbi Wahin Lodhran	0	0
502	Lodhran	GHS Qadir Pur Chimna		15	50	"Electricity, Bathroom, Water Supply, Food"			GHS Qadir Pur Chimna Lodhran	0	0
503	Lodhran	GHS Bahawal Garh		27	70	"Electricity, Bathroom, Water Supply, Food"			GHS Bahawal Garh Lodhran	0	0
504	Lodhran	GES Basti Seeker		8	35	"Electricity, Bathroom, Water Supply, Food"			GES Basti Seeker Lodhran	0	0
505	Lodhran	GGHS Rind Jada		9	40	"Electricity, Bathroom, Water Supply, Food"			GGHS Rind Jada Lodhran	0	0
506	Lodhran	GHSS Rind Jada		8	35	"Electricity, Bathroom, Water Supply, Food"			GHSS Rind Jada Lodhran	0	0
507	Lodhran	GHS Nathay Wala		19	60	"Electricity, Bathroom, Water Supply, Food"			GHS Nathay Wala Lodhran	0	0
508	Lodhran	GHS Noqabil Wah		14	50	"Electricity, Bathroom, Water Supply, Food"			GHS Noqabil Wah Lodhran	0	0
509	Lodhran	GHS Jalla Arayin		31	80	"Electricity, Bathroom, Water Supply, Food"			GHS Jalla Arayin Lodhran	0	0
510	Lodhran	GHS Qutab Pur		27	75	"Electricity, Bathroom, Water Supply, Food"			GHS Qutab Pur Lodhran	0	0
511	Lodhran	GHS 35M		18	60	"Electricity, Bathroom, Water Supply, Food"			GHS 35M Lodhran	12.8682063	74.8403464
512	Lodhran	GHS 237 WB		11	35	"Electricity, Bathroom, Water Supply, Food"			GHS 237 WB Lodhran	0	0
513	Lodhran	GHSS Makhdoom Wali		33	80	"Electricity, Bathroom, Water Supply, Food"			GHSS Makhdoom Wali Lodhran	0	0
514	Lodhran	GGHS Dunyapur		28	80	"Electricity, Bathroom, Water Supply, Food"			GGHS Dunyapur Lodhran	0	0
515	Lodhran	GHS Dunyapur		28	80	"Electricity, Bathroom, Water Supply, Food"			GHS Dunyapur Lodhran	0	0
516	Lodhran	Shahida Islam Medical & Dental College		1100	1100	"Electricity, Bathroom, Water Supply, Food"			Shahida Islam Medical & Dental College Lodhran	0	0
517	Lodhran	Nasu Laeaska Hotel	8		8				Nasu Laeaska Hotel Lodhran	0	0
518	Vehari	"Govt.Post Graduate College of Woman
Vehari"		40	40	"Electricity, Bathroom, Water, Boundry Wall"	Government		"Govt.Post Graduate College of Woman
Vehari Vehari"	0	0
519	Vehari	Govt.Post Graduate College Burewala		30	30	"Electricity, Bathroom, Water, Boundry Wall"	Government		Govt.Post Graduate College Burewala Vehari	0	0
520	Vehari	"Din Hospital Burewala,"		25	25	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Din Hospital Burewala, Vehari"	0	0
521	Vehari	University of Education		20	20	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Government		University of Education Vehari	31.5763386	74.3039617
522	Vehari	"Govt.Post Graduate College of Woman
Mailsi"		20	20	"Electricity, Bathroom, Water Supply, Boundry Wall"	Government		"Govt.Post Graduate College of Woman
Mailsi Vehari"	0	0
523	Vehari	Govt.Degree College Woman Burewala		20	20	"Electricity, Bathroom, Water Supply, Boundry Wall"	Government		Govt.Degree College Woman Burewala Vehari	0	0
524	Vehari	"Govt.Degree College Woman Sheikh
Fazal"		20	20	"Electricity, Bathroom, Water Supply, Boundry Wall"	Government		"Govt.Degree College Woman Sheikh
Fazal Vehari"	0	0
525	Vehari	Govt.Degree College Mailsi		20	20	"Electricity, Bathroom, Water Supply, Boundry Wall"	Government		Govt.Degree College Mailsi Vehari	0	0
526	Vehari	Girls Hostel Vehari		17	17	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Girls Hostel Vehari Vehari	0	0
527	Vehari	City Top Hotel Vehari	15		15	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		City Top Hotel Vehari Vehari	0	0
528	Vehari	Sky View Hotel Vehari	14		14	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Sky View Hotel Vehari Vehari	0	0
529	Vehari	Rafique Boys hostel		14	14	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Rafique Boys hostel Vehari	23.7686331	90.3517869
530	Vehari	Al shafi Boys Hostel		14	14	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Al shafi Boys Hostel Vehari	32.1155648	34.9704458
531	Vehari	Govt.Post Graduate College Vehari		14	14	"Electricity, Bathroom, Water Supply, Boundry Wall"	Government		Govt.Post Graduate College Vehari Vehari	0	0
532	Vehari	"Usman Medical Hospital Mailsi,"		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Usman Medical Hospital Mailsi, Vehari"	0	0
533	Vehari	Maryam Hospital Mailsi		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Maryam Hospital Mailsi Vehari	0	0
534	Vehari	"Hanif Surgical Hospital Vehari,"		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Hanif Surgical Hospital Vehari, Vehari"	0	0
535	Vehari	"Dhiloo Surgical Hospital Burewala,"		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Dhiloo Surgical Hospital Burewala, Vehari"	0	0
536	Vehari	Yasin Hospital Gaggo		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Yasin Hospital Gaggo Vehari	31.915182	74.8080231
537	Vehari	Ghani Hospital Burewala		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Ghani Hospital Burewala Vehari	0	0
538	Vehari	Bilal Surgical Hospital Burewala		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Bilal Surgical Hospital Burewala Vehari	0	0
539	Vehari	Sareen Hotel Vehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Sareen Hotel Vehari Vehari	0	0
540	Vehari	Flame and Cool Burewala		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Flame and Cool Burewala Vehari	0	0
541	Vehari	5 Star Hotel Vehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		5 Star Hotel Vehari Vehari	0	0
542	Vehari	Oriental Hotel Vehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Oriental Hotel Vehari Vehari	0	0
543	Vehari	Maddni HotelVehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Maddni HotelVehari Vehari	0	0
544	Vehari	Marhaba Hotel and Resturent Mailsi	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Marhaba Hotel and Resturent Mailsi Vehari	0	0
545	Vehari	Fatima tu Zuhra FemalHostel		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Fatima tu Zuhra FemalHostel Vehari	0	0
546	Vehari	Dr Jind Wadda Hospital Mailsi		9	9	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Dr Jind Wadda Hospital Mailsi Vehari	0	0
547	Vehari	"Zainab Hospital Vehari,"		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Zainab Hospital Vehari, Vehari"	0	0
548	Vehari	Rasheed Memoriyal Hospital Vehari		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Rasheed Memoriyal Hospital Vehari Vehari	0	0
549	Vehari	"Al- Shifa Hospital Vehari,"		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Al- Shifa Hospital Vehari, Vehari"	0	0
550	Vehari	"Hijazi Hospital Vehari,"		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Hijazi Hospital Vehari, Vehari"	0	0
551	Vehari	Fatima Hospital Vehari		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Fatima Hospital Vehari Vehari	30.1462996	71.553336
552	Vehari	National Hospital Vehari		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		National Hospital Vehari Vehari	30	72.333333
553	Vehari	"Aeman Surgical Hospital Burewala,"		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Aeman Surgical Hospital Burewala, Vehari"	0	0
554	Vehari	Working Woman Hostel		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Government		Working Woman Hostel Vehari	0	0
555	Vehari	Foji Boys Hostel		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Foji Boys Hostel Vehari	27.3322497	78.1446439
556	Vehari	"Surya Hospital Mailsi,"		6	6	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Surya Hospital Mailsi, Vehari"	0	0
